Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Tremor,"Tsunami Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808856/tremor,1.9,-1,Sport,5.10-,1,30,36.15177,-115.43311
"Low Tide","Tsunami Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808861/low-tide,1.8,-1,Sport,5.10-,1,30,36.15177,-115.43311
"Abandon Ship","Tsunami Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808866/abandon-ship,1.2,-1,Sport,5.12a,1,40,36.15177,-115.43311
"The Runaway","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808906/the-runaway,2.1,-1,Sport,5.10b,1,50,36.15702,-115.43904
"American Sportsman","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808911/american-sportsman,2.6,-1,Sport,5.10b,1,50,36.15702,-115.43904
"Super Guide","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107006628/super-guide,3.1,-1,Sport,5.11a,1,45,36.15702,-115.43904
"Desert Pickle","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808917/desert-pickle,2.7,-1,Sport,5.11c,1,60,36.15702,-115.43904
"Sudden Impact","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808922/sudden-impact,2.6,-1,Sport,5.11d,1,60,36.15702,-115.43904
Makalu,"Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106329681/makalu,2.7,-1,Sport,5.11d,1,60,36.15702,-115.43904
"Fear and Loathing, III","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105808935/fear-and-loathing-iii,3.6,-1,Sport,5.12a,1,70,36.15702,-115.43904
"The Calanque","Wall of Confusion > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111593434/the-calanque,1.0,-1,Sport,5.12a,1,65,36.15702,-115.43904
"Split Infinitive","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813473/split-infinitive,1.7,-1,Sport,"5.9 PG13",1,100,36.15852,-115.4401
"Split Ends","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813469/split-ends,1.9,-1,Sport,5.10-,1,100,36.15852,-115.4401
"Cut Loose","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813481/cut-loose,3.1,-1,"Trad, Sport",5.10d,1,60,36.15852,-115.4401
Flameblower,"Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107431251/flameblower,3.6,-1,Sport,5.10d,1,95,36.15852,-115.4401
"One-Eyed Jacks","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105818839/one-eyed-jacks,2.7,-1,Sport,5.11a/b,1,50,36.15852,-115.4401
"The Deluxe","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105911032/the-deluxe,3.0,-1,Sport,5.11a/b,1,90,36.15852,-115.4401
"Marshall Amp","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813493/marshall-amp,3.4,-1,Sport,5.11b,1,105,36.15852,-115.4401
Footloose,"Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106649113/footloose,3.1,-1,Sport,5.11b,1,60,36.15852,-115.4401
"Ancient Aria","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118209985/ancient-aria,2.0,-1,Sport,5.11,1,90,36.15852,-115.4401
"Flying V","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120238567/flying-v,2.0,-1,Sport,5.11d,1,70,36.15852,-115.4401
Stratocaster,"Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106500890/stratocaster,3.9,-1,Sport,5.11d,2,125,36.15852,-115.4401
"Titan Rocket","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905277/titan-rocket,2.0,-1,Sport,5.11d,1,80,36.15852,-115.4401
"Party Down","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105813489/party-down,2.2,-1,Sport,5.12a,1,30,36.15852,-115.4401
"Choad Warrior (1st Anchor)","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108523146/choad-warrior-1st-anchor,2.9,-1,Sport,5.12a,1,50,36.15852,-115.4401
"Flame Ranger","Stratocaster Area > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105905267/flame-ranger,3.3,-1,"Trad, Sport",5.12-,1,110,36.15852,-115.4401
"April Fools","Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820181/april-fools,1.8,-1,Sport,5.10b,1,55,36.1558,-115.437
"Haunted Hooks","Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820173/haunted-hooks,3.3,-1,Sport,5.10c,1,80,36.1558,-115.437
"Roto Hammer","Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820177/roto-hammer,3.1,-1,Sport,5.10c,1,70,36.1558,-115.437
"Purple Haze I","Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105927464/purple-haze-i,2.0,-1,Sport,5.10d,1,,36.1558,-115.437
Birthstone,"Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105927485/birthstone,1.8,-1,Sport,5.10d,1,,36.1558,-115.437
Nirvana,"Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105927469/nirvana,2.8,-1,Sport,5.11a/b,1,,36.1558,-115.437
Stonehenge,"Stone Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105927474/stonehenge,2.5,-1,Sport,5.11b/c,1,,36.1558,-115.437
"Meister's Edge","Meister's Edge > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820517/meisters-edge,3.3,-1,Sport,"5.11a PG13",1,45,36.15451,-115.4373
"Mind Field","Ethics Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122377148/mind-field,1.0,-1,Sport,5.11c,1,90,36.15179,-115.43737
"Fast Fingers","Ethics Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/122377064/fast-fingers,2.0,-1,Sport,5.11d,1,90,36.15179,-115.43737
"The Laying on of the Hands","Ethics Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105928559/the-laying-on-of-the-hands,3.3,-1,Sport,5.11d,1,80,36.15179,-115.43737
"Rafter Man","Ethics Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105928554/rafter-man,2.8,-1,Sport,5.12a,1,80,36.15179,-115.43737
"Titty Litter","Kitty Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105985842/titty-litter,2.4,-1,Sport,5.10d,1,80,36.15446,-115.43481
"Suffering Cats","Kitty Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105985832/suffering-cats,3.2,-1,Sport,5.11c,1,80,36.15446,-115.43481
"Nine Lives","Kitty Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/105985846/nine-lives,2.6,-1,Sport,5.11d,1,80,36.15446,-115.43481
"Hotel California","California 12a > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112549742/hotel-california,2.5,-1,Sport,5.8,1,55,36.15337,-115.43439
T.R.Q.,"California 12a > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112549763/trq,2.2,-1,Sport,5.9+,1,65,36.15337,-115.43439
"Going to California","California 12a > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112549796/going-to-california,2.6,-1,Sport,5.10b,1,80,36.15337,-115.43439
"Team Tough 11a","California 12a > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112549705/team-tough-11a,2.0,-1,"Sport, TR",5.11b,1,60,36.15337,-115.43439
"Holiday 12a","California 12a > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112549671/holiday-12a,2.1,-1,Sport,5.11d,1,35,36.15337,-115.43439
"Turkey Brain","Pet Rock > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106249729/turkey-brain,1.0,-1,Sport,5.10+,1,40,36.15659,-115.43674
"Trey Dog Boogie","Pet Rock > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106249730/trey-dog-boogie,2.0,-1,Sport,5.10d,1,40,36.15659,-115.43674
"Desert Hamster","Pet Rock > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106249717/desert-hamster,1.0,-1,Sport,5.11-,1,40,36.15659,-115.43674
"Port of Call","USS Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121687351/port-of-call,2.0,-1,Sport,5.7,1,80,36.15345,-115.43422
"Rigger Mortis","USS Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121687359/rigger-mortis,2.0,-1,Sport,5.7+,1,80,36.15345,-115.43422
"Dry Docked","USS Crag > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121687336/dry-docked,2.0,-1,Sport,5.8,1,80,36.15345,-115.43422
"Bone Machine","Trundle Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585745/bone-machine,1.0,-1,Sport,5.11c,1,35,36.15229,-115.43253
"Pocket Rocket","Trundle Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585740/pocket-rocket,2.3,-1,Sport,5.11d,1,65,36.15229,-115.43253
"Life out of Balance","Trundle Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585748/life-out-of-balance,1.5,-1,Sport,5.11d,1,40,36.15229,-115.43253
"Standing in the Shadows","Trundle Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585734/standing-in-the-shadows,2.5,-1,Sport,5.12a,1,60,36.15229,-115.43253
"Before its Time","Trundle Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585751/before-its-time,1.0,-1,Sport,5.12a/b,1,60,36.15229,-115.43253
"Half Baked","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106684306/half-baked,1.6,-1,Sport,5.9+,1,40,36.15234,-115.4323
"Playing Hooky","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585761/playing-hooky,2.1,-1,Sport,5.10a,1,30,36.15234,-115.4323
"Doctor's Orders","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585757/doctors-orders,2.1,-1,Sport,5.10b,1,30,36.15234,-115.4323
"See Dick Fly","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585771/see-dick-fly,2.9,-1,Sport,5.10d,1,55,36.15234,-115.4323
"Mannish Boys","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106684297/mannish-boys,2.1,-1,Sport,5.11-,1,40,36.15234,-115.4323
"Been Caught Stealin'","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/108653482/been-caught-stealin,2.3,-1,Sport,5.11a/b,1,60,36.15234,-115.4323
"Idiots Rule","Janes Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/106585768/idiots-rule,3.3,-1,Sport,5.11d,1,60,36.15234,-115.4323
"Safety First","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151152/safety-first,2.1,-1,Sport,5.6,1,50,36.15699,-115.43644
"Member Profile","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151134/member-profile,1.9,-1,Sport,5.7,1,50,36.15699,-115.43644
"Let's Meetup","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151140/lets-meetup,2.0,-1,Sport,5.7,1,50,36.15699,-115.43644
"Message Board","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151159/message-board,2.1,-1,Sport,5.7,1,50,36.15699,-115.43644
"No Teaching!","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151163/no-teaching,2.2,-1,Sport,5.7,1,50,36.15699,-115.43644
"Count Me In","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151167/count-me-in,2.5,-1,Sport,5.8,1,50,36.15699,-115.43644
"Sponsors Wanted","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151178/sponsors-wanted,2.2,-1,Sport,5.9,1,50,36.15699,-115.43644
Sally,"Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/112514175/sally,2.7,-1,Sport,5.9,1,30,36.15699,-115.43644
"Upcoming Meetups","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107151172/upcoming-meetups,2.3,-1,Sport,5.10a,1,50,36.15699,-115.43644
"The Pumpkin King","Meetup Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107948373/the-pumpkin-king,2.6,-1,Sport,5.10a/b,1,40,36.15699,-115.43644
"Sand Buckets","The Sandbox > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107594197/sand-buckets,2.7,-1,Sport,5.11b,1,50,36.15401,-115.43448
"Sand Wedge","The Sandbox > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107594255/sand-wedge,1.7,-1,Sport,5.11b,1,50,36.15401,-115.43448
Samadhi,"The Sandbox > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/121938204/samadhi,2.0,-1,Sport,5.11d,1,40,36.15401,-115.43448
"Sand Rail","The Sandbox > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/107594184/sand-rail,2.9,-1,Sport,5.12a,1,50,36.15401,-115.43448
Airlift,"Rescue Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111212689/airlift,1.5,-1,Sport,5.11c,1,55,36.1524,-115.43493
911,"Rescue Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111212708/911,1.8,-1,Sport,5.11d,1,55,36.1524,-115.43493
"Black Streak","B&W Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118346261/black-streak,2.0,-1,"Trad, TR",5.8,1,145,36.15794,-115.44033
"Five Card Stud","B&W Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118346350/five-card-stud,3.0,-1,"Sport, TR",5.9,1,170,36.15794,-115.44033
"Gamblers Anonymous","B&W Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/120224750/gamblers-anonymous,1.0,-1,Sport,5.9,1,115,36.15794,-115.44033
"Don't Come Line","B&W Wall > 04-Second Pullout (Calico II) > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/118346479/dont-come-line,3.0,-1,"Trad, TR",5.10a,2,180,36.15794,-115.44033
"Joker's Wild","The Enclaves and White Rock Springs North > 06-White Rock Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114149197/jokers-wild,2.3,-1,Sport,5.11b,1,35,36.18047,-115.48647
"Thin Deck","The Enclaves and White Rock Springs North > 06-White Rock Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/114149212/thin-deck,1.0,-1,TR,5.11b,1,35,36.18047,-115.48647
"Foreign Import","The Enclaves and White Rock Springs North > 06-White Rock Spring > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/109488355/foreign-import,3.0,-1,Sport,5.12a,1,145,36.18047,-115.48647
"Man of the People","Mud Spring Wing > 17-Mud Spring Canyon > Red Rocks > Southern Nevada > Nevada",https://www.mountainproject.com/route/111754444/man-of-the-people,3.4,-1,Sport,5.11a,1,120,36.02788,-115.46107
